,A,B,C,D,E,F,G,H,I,J
39,9.670864,14.864609,15.537893,17.365376,12.343348,8.489449,17.133236,8.680742,13.893723,8.815481
40,9.860739,16.277957,10.057038,11.930089,17.168558,15.57605,17.412631,8.86866,10.709736,11.322426
41,9.790759,11.629879,14.597727,12.985568,14.802531,8.552061,17.313203,15.703574,14.06569,8.930978
42,9.688285,14.996485,13.363822,16.476904,17.217954,8.583385,17.493689,9.974031,12.972794,7.853164
43,9.588188,13.757831,12.123686,9.365778,17.085925,15.450885,17.302897,12.178836,8.215666,12.433883
44,9.779727,11.541129,15.626206,9.462057,16.981461,13.026231,17.174346,9.804375,10.475543,13.463252
45,9.665528,10.365629,13.318163,15.224983,10.068991,13.12871,17.454436,14.601248,9.368759,14.883552
46,9.727514,13.78835,18.013006,10.591183,8.999563,10.769883,17.274628,14.48533,12.8587,11.178365
47,9.702736,16.164198,9.939209,16.368949,17.037275,13.102024,17.266258,8.68574,9.402029,10.053105
48,9.773987,12.703011,9.973178,15.205765,10.138686,15.422406,17.246518,12.139279,15.130664,10.015979
49,9.669023,15.914016,9.849124,13.884668,15.644648,10.67578,17.063858,10.82712,14.919866,7.685189
50,9.722335,15.026661,12.293352,10.614462,12.520535,16.728101,17.464772,14.600289,12.961128,6.660128
51,9.670644,13.764823,9.927794,10.586467,11.264103,16.69528,17.347365,14.554639,11.717812,12.455148
52,9.732056,18.589321,9.98636,16.467103,13.648653,9.73293,17.453863,13.454604,10.589457,8.968973
53,9.714008,11.545491,17.949509,15.138964,13.489804,10.744012,17.166779,10.931388,13.931588,6.624037
54,19.591508,10.882586,15.123744,12.26471,16.543465,12.494202,17.967754,6.925089,8.720768,13.016924
55,9.69238,12.666902,15.700875,10.575092,13.572724,16.707414,17.35961,7.602777,10.540666,13.624986
56,9.779792,11.591403,12.234465,14.070558,15.963313,11.947516,17.440184,13.35438,15.279256,6.648396
57,9.638402,10.321063,14.453604,12.840252,15.871811,10.757086,17.263107,13.339453,8.23449,14.73412
58,9.757865,13.724256,9.959,13.964801,10.144945,16.555782,17.200607,14.437881,12.802782,8.835615
59,9.724807,18.790144,9.9577,13.059953,10.155421,10.82329,17.528842,13.501779,14.274214,11.409567
60,9.741668,18.619415,16.952679,11.875413,13.688887,14.343284,17.381709,11.049087,8.263748,6.662598
61,9.660066,17.429664,15.761234,11.786878,8.979895,13.195234,17.420649,15.813165,8.237344,10.118578
62,9.839974,16.350855,10.054083,11.923,16.054329,13.237986,17.351327,8.759769,10.641484,14.86785
63,9.673244,17.159384,15.559393,13.974136,10.111666,16.524083,17.224151,9.781691,10.426609,6.592212
64,9.79604,11.60471,9.994779,15.241912,15.933407,16.673405,17.295252,9.862764,10.517283,11.163909
65,9.702971,11.540061,18.16027,15.309045,11.32902,15.569366,17.469362,11.028776,7.093233,11.275077
66,9.802588,18.758514,17.08342,11.884472,13.744848,8.615446,17.495898,13.497479,8.325702,10.1483
67,9.68494,14.783947,17.821317,9.394536,14.53709,15.211219,17.058215,10.79625,9.225694,7.653665
68,9.632116,12.537593,9.852812,12.761844,14.629551,9.570622,17.210131,12.118751,13.980631,14.673344
69,9.729603,12.715216,15.690707,10.591114,13.642158,16.733327,17.43608,11.065959,14.117473,6.661611
70,9.737131,10.412835,13.411565,17.694698,11.341152,15.598128,17.505247,13.47623,8.281594,11.319442
71,9.672657,18.377626,9.894104,12.821404,14.626921,9.659043,17.195369,9.842806,13.936661,11.14558
72,9.644186,12.513813,13.193268,10.484799,16.870548,12.912133,17.107969,14.318703,7.028449,12.200999
73,9.793539,16.284251,11.114888,11.822413,17.162797,12.035111,17.338373,14.592845,11.823106,6.630051
74,9.665833,13.800066,11.023543,9.454686,17.188318,13.142655,17.438824,14.604525,12.944508,8.899453
75,9.707323,15.034389,15.674385,11.793491,17.114105,15.462752,17.375615,8.725688,7.159332,10.139208
76,9.664105,17.343596,9.851138,11.738818,12.400973,16.65861,17.312166,13.37509,8.272859,11.34873
77,9.785182,18.516092,16.86059,15.221573,9.015941,13.110518,17.349879,9.878278,8.272365,10.051275
78,9.766275,10.471276,14.670972,10.717015,14.940407,12.146798,17.572073,14.730288,15.458246,9.037099
79,9.518683,17.222736,9.757726,17.514628,13.470004,9.538634,17.310082,10.943052,9.350689,12.389456
80,9.756125,15.042909,12.271358,17.689793,10.178384,12.021933,17.475492,14.619113,7.140532,12.459072
81,9.736396,16.054747,17.951856,11.753849,10.205313,8.608789,17.172618,10.969961,13.912213,11.125456
82,9.768732,11.535024,9.957732,14.014716,15.838568,16.539658,17.188518,13.228393,9.294998,9.960008
83,9.941329,10.627686,13.601853,15.538029,13.876106,11.078567,17.688142,16.052848,8.528366,13.937623
84,9.690167,13.881293,15.751306,11.77159,13.665047,15.552769,17.437615,15.797829,8.238717,6.64269
85,9.662762,13.798094,12.192327,9.378212,17.074957,14.303831,17.345419,12.189219,8.216188,13.630105
86,9.763175,12.640606,16.821716,14.062605,9.072044,9.638767,17.215182,10.920168,12.833605,14.67112
87,9.633389,10.283752,17.728462,16.05085,12.207834,10.629313,17.065766,13.052934,8.172487,10.987132
88,9.834441,10.514866,15.847048,17.767131,13.721742,9.759229,17.459604,11.0931,9.469789,13.706027
89,9.732104,10.430457,12.262984,14.058021,10.17524,14.296211,17.439679,14.555738,10.551519,14.821523
90,9.766881,11.565714,18.127558,11.753677,13.625619,14.343209,17.41872,11.068975,14.112153,6.633377
91,9.706139,15.917427,10.982697,16.144435,8.939621,16.359414,17.008726,9.750008,10.391224,11.067756
92,9.670106,10.318019,15.61059,13.964247,16.984982,15.387378,17.276853,9.803351,8.208274,10.010418
93,9.768775,17.326653,14.47383,10.561578,17.009683,14.171516,17.231037,7.54512,10.454533,8.874846
94,9.633821,10.308596,15.744382,11.729411,17.162239,9.589516,17.410951,11.037949,14.179973,11.359332
95,9.818526,17.356606,12.31946,10.701303,9.085086,14.325064,17.316919,15.749782,10.651962,11.288245
96,9.804286,15.003728,18.033276,10.683678,15.92527,12.014787,17.273596,9.899605,7.19368,12.415917
97,9.795633,10.495528,14.627779,15.380519,16.116223,9.753655,17.519194,10.008671,10.706195,14.990548
98,9.75179,17.334048,15.699741,14.095309,17.08642,10.818125,17.342364,11.013115,8.27158,6.632682
99,9.717757,15.020464,13.413945,15.240508,10.150273,10.816633,17.355413,14.505815,7.111963,14.794088
