,A,B,C,D,E,F,G,H,I,J
78,60.294727,63.729439,42.459826,21.243036,29.477451,62.549862,46.306304,20.02186,28.315905,36.716921
79,65.453437,44.214336,47.590698,21.381198,34.64173,62.887951,46.385735,20.12487,23.655191,46.786723
80,35.943798,59.43365,42.865175,36.3914,49.721416,18.413236,56.641587,40.229059,18.767537,57.099573
81,70.143901,54.09316,57.436144,21.44446,34.606225,38.066343,56.164205,20.233644,23.601014,36.894536
82,40.787664,63.615357,42.613959,21.470233,49.306585,52.624264,41.381101,25.344896,18.857406,56.256656
83,60.261433,44.086809,47.487943,60.541599,29.678695,18.283475,60.834804,20.218279,28.474822,41.741373
84,60.156473,43.97073,32.719781,50.769046,34.487916,18.435812,55.876188,39.639926,18.570851,56.176104
85,70.137067,63.773957,37.761211,55.863495,44.551844,18.230378,36.599735,20.116311,23.49193,41.833998
86,70.750503,59.316672,37.793913,21.523944,29.685168,48.048206,36.559685,55.002548,18.696449,37.012492
87,65.907738,44.606341,57.9473,66.342405,44.904301,18.475931,31.934802,45.317101,18.802107,22.166898
88,70.914195,44.60596,48.091195,21.660931,59.877619,48.436331,26.841333,30.308906,18.852804,47.213005
89,60.838507,49.273676,67.700872,61.191563,25.107728,18.663805,36.657175,45.022246,23.747463,27.139294
90,70.528249,44.471247,62.64207,21.395892,34.98581,53.150207,41.743998,20.361886,23.910554,42.111099
91,70.534061,49.217103,57.617443,21.338733,29.849753,57.985837,36.544555,20.245794,28.642331,41.976277
92,65.97421,59.553992,43.033733,21.475262,34.773786,43.437455,61.696854,25.204002,18.737344,42.180196
93,66.157555,44.645364,53.32532,66.637742,25.03312,43.565416,52.088414,25.460637,13.91196,27.363755
94,70.957024,59.589886,48.173951,21.633934,35.244154,38.690948,47.067971,25.672599,19.034749,52.372332
95,71.042497,59.463008,47.811912,61.519564,24.815449,18.309356,46.803429,30.264825,23.757809,32.256601
96,51.523691,65.199784,68.665997,21.522224,35.419702,54.071811,37.422677,20.601884,24.243408,42.823777
97,41.214647,70.279298,43.356162,46.994854,55.667614,18.517639,57.670237,25.513517,18.945608,42.98967
98,71.092737,44.725158,58.209789,21.480128,35.184217,58.531613,42.075109,20.473669,24.043853,42.526008
99,55.948452,59.518831,68.021101,21.484971,44.970517,58.443125,36.84315,25.200872,18.793484,27.189664
