,A,B,C,D,E,F,G,H,I,J
28,54.244125,36.006433,30.276823,41.420834,18.890274,21.517438,32.546752,39.444297,50.497355,44.755992
29,41.636014,44.381043,47.121105,24.534506,18.871555,29.881238,45.237465,22.527894,50.741169,44.951321
30,28.921916,44.360526,30.098328,37.070325,18.647105,42.470096,53.637954,26.712596,42.175135,44.872074
31,37.568802,53.065071,47.308525,54.254004,18.821496,21.474116,36.896429,31.088177,50.813839,19.563134
32,41.758226,44.506348,47.231226,33.032187,23.031497,46.875181,24.156955,14.214119,46.425865,49.114111
33,42.221552,44.951773,30.722678,24.971988,53.100605,47.358729,28.92379,14.62399,38.578959,49.734483
34,45.977646,31.767168,38.771774,32.989428,18.722985,21.381248,45.206308,39.45593,46.467251,49.147141
35,50.883618,36.743232,52.077404,37.881416,19.442054,39.00433,50.179208,23.288228,17.408065,49.730433
36,46.32971,32.262561,26.460894,20.657788,57.011526,42.848335,45.450626,27.309332,29.94904,45.127316
37,29.452783,53.307197,43.342647,20.677588,52.987785,30.228785,41.525492,23.047702,30.062938,49.662489
38,42.101457,27.925565,30.651926,20.662217,44.43897,38.668542,49.804699,27.201718,42.521119,49.492886
39,33.87435,36.638708,26.70469,20.905061,53.260555,34.855779,41.768938,36.008161,51.410328,41.144953
40,37.612344,48.731184,38.809569,28.910531,39.909279,17.370119,20.055899,43.776817,50.664109,44.90134
41,42.169883,27.995814,34.899951,20.753863,27.583871,38.758602,41.465395,44.195105,111.277223,45.363505
42,37.760054,57.492919,47.500069,29.053536,48.674834,17.596724,37.15635,31.336517,17.208069,49.537978
43,37.599654,44.534863,30.37393,20.535519,44.239106,46.930046,32.667486,18.519104,50.836803,45.010206
44,50.952108,28.391578,35.188597,21.023045,27.890965,47.458435,32.874,35.586237,46.820777,49.562259
45,37.864496,53.346028,47.626457,20.774623,53.02296,34.50676,37.205583,22.9625,17.213364,49.444219
46,33.589161,48.999495,43.205101,20.535047,31.614289,21.718837,45.581383,31.328619,51.005055,45.247006
47,29.53349,40.740792,43.477281,20.74304,44.627745,51.62214,45.822537,27.29557,21.506046,49.732108
48,50.989528,41.005357,43.707854,20.850916,53.224267,47.443881,20.430902,23.156018,25.91771,49.713593
49,37.917954,40.681769,30.666138,41.899127,57.304112,17.586563,41.57474,18.824035,42.878263,45.598306
50,58.927052,44.837177,26.37806,45.950202,36.048608,17.623975,45.618061,27.198379,21.428312,49.354408
51,42.393067,28.277033,43.570585,20.907584,48.965431,51.711316,24.770589,40.167357,51.363696,24.162326
52,50.340441,61.448049,51.540079,20.665868,35.968989,26.014498,49.584352,27.1871,17.196697,32.42077
53,29.50717,36.409335,47.53729,20.764954,40.179474,47.143875,32.926029,23.075452,51.037482,45.258768
54,29.488643,40.520374,34.796471,45.861645,48.492308,17.671807,49.60641,35.489992,21.442899,49.244758
55,55.006056,49.250206,39.211877,29.22892,31.880416,17.658844,114.318244,18.852967,34.272059,45.373236
56,29.643348,32.414309,47.925867,37.848244,31.972197,17.733809,46.044594,35.966349,47.253804,50.019724
57,50.38595,32.108114,38.954696,20.708901,40.09227,30.213525,20.274982,48.154132,42.344994,49.326557
58,59.493263,41.087831,52.265232,33.758242,44.969762,17.942566,37.689057,23.30274,17.536041,49.876577
59,50.59098,44.899081,26.57716,20.80979,31.849849,34.524743,54.19644,23.089052,46.892763,41.053003
60,33.953485,49.423214,43.63864,20.866457,57.44012,30.476577,45.937804,31.667978,17.396862,45.566834
61,54.965313,40.81609,56.12082,20.845563,27.693765,30.426364,41.608139,35.850092,17.399116,49.759625
62,42.316547,28.140142,47.824552,42.020607,53.305772,47.494632,28.954191,23.139704,111.513964,11.654134
63,55.521325,58.226816,39.657269,29.493226,57.723911,17.852598,37.69617,27.587566,17.48193,37.399533
64,46.790058,62.327725,56.491379,20.962816,36.436622,43.33434,46.066964,23.282449,17.533524,24.510166
65,42.510013,45.31429,47.948521,20.925444,49.076382,30.629282,54.440524,18.899132,21.61924,45.519351
66,29.577046,49.441633,43.687341,20.874668,27.844221,34.913151,46.106777,27.55021,51.542299,45.727629
67,38.224657,40.987919,30.891138,20.79846,23.462484,43.19598,45.893222,35.917451,111.315816,45.503813
68,50.62678,36.467511,43.39896,20.710649,48.724845,34.574756,24.504074,18.724909,102.676156,45.219006
69,29.5775,32.35195,51.697658,20.80967,40.283644,30.444568,41.386888,31.521351,50.872475,45.1057
70,33.683592,40.700494,43.444163,20.683751,57.47592,30.309619,50.189216,18.789006,38.524924,41.285173
71,29.693552,32.435626,43.572669,20.857557,48.90384,30.468835,41.584334,31.551764,111.161578,45.326566
72,29.534806,32.325453,34.990167,20.767376,40.295776,34.597547,49.868769,39.870978,42.583429,49.517092
73,33.823059,28.110175,35.126046,20.755093,44.827309,39.074926,45.941085,31.723004,51.330934,45.563741
74,46.264528,28.040678,51.734441,20.754333,31.833704,34.475189,24.507218,39.664504,46.63333,49.337665
75,42.046781,27.912517,34.86812,20.660253,44.344163,38.656233,54.006371,22.916573,42.42377,45.139456
76,33.743308,36.438297,39.114576,20.694545,44.494495,21.813452,50.013221,35.556539,42.708011,49.579752
77,37.836572,49.004188,43.233864,20.618537,52.805576,21.701138,32.839309,22.892967,50.952854,40.841547
78,42.149968,49.255231,30.699862,20.737499,31.827273,47.362513,114.317266,35.59615,17.098284,45.384083
79,50.729265,36.472002,30.65499,20.778298,48.843667,21.852838,50.003173,35.757942,29.949851,49.591548
80,42.39315,36.664903,56.061562,20.964676,40.479556,43.068849,54.012595,23.130496,17.376772,41.023284
81,46.658964,49.433209,35.151706,20.991098,53.291154,55.982951,46.013911,23.281685,17.539007,28.675449
82,38.178739,49.450345,39.448629,20.907692,49.03323,26.283852,50.085657,35.988954,17.363921,49.581768
83,38.160122,40.925403,52.151279,59.110091,53.31051,17.88161,37.582112,40.320079,17.484706,20.156104
84,54.953351,49.26763,35.051389,41.916635,36.159807,17.811321,114.229574,18.93245,21.63158,45.406549
85,55.023097,49.394789,35.238013,20.956057,40.600478,22.158922,54.21161,31.829473,21.758006,45.386816
86,38.292151,58.140758,52.354102,38.025418,40.752793,17.855202,41.885009,19.036339,21.828499,50.130868
87,50.463621,44.832715,34.918476,29.201305,48.585408,21.964483,49.678639,31.49808,110.917841,11.646949
88,50.679497,40.868866,30.910635,20.946817,53.021236,38.925249,45.661102,27.372817,17.373929,49.518132
89,50.798159,36.653807,39.336169,20.911063,40.499272,47.347591,114.275217,23.088047,17.393051,45.362683
90,33.655402,40.628088,47.542516,20.698799,40.258335,30.275965,45.624564,18.756579,51.02645,45.257885
91,46.096338,36.204323,47.287859,20.657675,27.451725,21.758651,53.919277,31.313961,42.410914,45.114911
92,38.169992,45.033145,47.793115,20.953393,49.020358,55.982478,33.227079,23.34329,17.513672,45.591942
93,42.067023,48.966998,26.416046,20.637123,40.127572,25.990441,53.959762,43.976045,25.646803,45.159402
94,33.970042,45.139609,26.735382,20.961729,44.703862,30.503546,114.219099,31.606341,42.683639,45.355124
95,29.562582,40.764332,30.704382,20.701009,40.341237,30.372135,49.956616,39.951582,51.105137,41.153679
96,50.455208,28.005762,43.224523,20.719744,35.958823,30.317422,45.496364,23.003475,50.797869,45.019689
97,46.231835,31.9876,26.226104,20.571173,31.644141,34.338185,45.464482,39.742232,46.577436,49.300134
98,37.934626,49.183896,39.150857,20.704223,23.365766,38.826111,54.214691,22.982489,46.940179,41.21418
99,59.263467,45.15579,39.366948,20.934386,44.662987,47.284556,24.630778,18.901907,25.811899,49.477463
