,A,B,C,D,E,F,G,H,I,J
57,47.637131,52.835665,31.224082,70.075164,21.004715,60.31068,78.602976,49.941534,68.23199,26.249875
58,41.168996,60.347131,31.022838,43.263857,20.83099,81.893596,58.993794,64.476413,41.830475,68.268647
59,82.431569,73.694216,86.175135,36.201445,20.675524,25.964451,51.940129,43.599012,55.490735,33.523678
60,61.543162,81.57931,72.442914,36.024158,20.773512,46.218197,80.392962,57.122703,34.630488,19.186782
61,61.884699,87.768102,79.481912,64.114641,20.782489,67.923596,31.771602,43.512085,35.304069,19.514716
62,82.603464,88.002559,45.133203,57.352317,20.789058,67.653071,59.129885,29.715233,21.443508,40.585744
63,49.006548,54.501365,31.685872,36.997669,21.315477,68.792704,53.067076,78.31626,70.076831,54.904987
64,66.434486,43.62482,67.493693,48.787143,21.092881,41.15835,48.000105,29.288092,48.844807,19.472081
65,44.331727,25.883572,32.928558,48.301612,17.192826,41.065084,22.594181,29.588446,49.256917,43.447372
66,36.003631,38.774698,54.14752,48.384373,17.184085,41.2219,35.451099,21.171969,49.381557,13.857549
67,40.060879,55.532572,41.331587,31.342169,17.174666,45.289819,22.598825,16.838702,49.239176,35.035039
68,31.882705,51.548558,37.457989,52.725475,17.445567,41.300219,18.544149,25.554413,49.321551,30.936351
69,27.571287,34.597653,28.918432,48.631612,17.36086,37.11316,39.894753,46.902208,49.598814,26.780927
70,44.403556,34.468558,49.871175,35.662302,17.219818,53.825395,39.52135,16.916811,19.664901,43.458716
71,53.215901,26.049147,33.127235,40.177891,17.292791,24.238064,31.306506,46.870062,49.609834,35.21846
72,48.762661,51.483801,24.577009,35.734261,17.296739,28.472527,22.743244,33.924068,49.406852,43.59691
73,40.469494,30.45183,24.773652,40.314311,17.430515,50.038964,44.257231,25.686311,49.756754,35.459003
74,44.956438,26.156817,50.56074,36.299842,17.441971,28.933737,48.7834,38.721832,19.784692,48.456505
75,53.083727,43.160259,54.363767,23.245903,17.510159,32.851146,39.751461,21.311255,49.425483,22.471058
76,27.730756,34.659163,54.373316,44.388501,17.488093,32.830318,35.451421,21.262435,49.442185,39.38057
77,48.95311,34.668348,24.732195,53.059952,17.412181,45.70838,31.385499,34.11249,49.718757,18.316058
78,45.002335,56.21536,33.543144,23.443708,17.687657,33.147705,40.036439,21.482783,49.636565,39.658847
79,40.098599,51.295774,32.984741,56.815757,17.252118,41.058753,18.401759,21.149986,44.972219,30.720919
80,57.166656,34.326325,41.321282,48.430628,17.206256,41.057906,30.964205,16.76851,49.339185,18.036975
81,27.517573,38.820681,41.625194,27.285575,17.269223,28.525666,44.089937,46.867349,49.613947,35.306172
82,40.31348,26.070354,28.813265,52.814255,17.316523,45.492493,35.509834,25.516128,49.442471,35.167378
83,57.39289,26.160329,50.132838,27.41348,17.430249,28.631454,39.818876,29.836147,49.528487,31.016181
84,44.568829,34.552577,37.359287,27.29,17.336369,45.615353,39.807094,16.958867,49.531324,43.719886
85,27.502396,30.256011,33.031732,35.861629,17.309469,41.286412,44.073477,46.83238,49.490372,30.922499
86,35.956684,30.231771,54.38327,35.700744,17.24112,36.961838,18.384889,42.469713,49.429447,35.135826
87,40.537788,34.764261,54.650523,40.286512,17.32183,20.06537,44.284179,38.444272,49.776995,18.280768
88,62.10257,34.69461,28.962402,23.214634,17.370088,41.53288,31.40781,34.183776,45.624274,39.814285
89,27.341601,38.684064,49.976752,52.694421,17.114025,28.405515,35.410944,21.101811,49.482524,35.185137
90,57.514972,26.127639,46.082074,40.225928,17.396708,24.275946,27.069393,42.71692,49.655877,26.820938
91,53.720358,56.418159,29.399628,23.566908,17.718442,41.874267,27.519658,30.261926,50.057642,31.219427
92,36.0107,55.821388,41.571928,23.010658,17.239683,24.257548,39.737755,29.727228,49.544312,39.515967
93,49.057514,39.036086,54.589985,23.296222,17.579145,37.312437,27.252719,21.44753,49.658072,39.629087
94,48.957416,26.247158,41.746827,48.781329,17.557747,50.037177,31.415733,25.658566,49.760361,18.412308
95,36.241912,43.30827,29.046733,53.114235,17.479988,41.523849,44.291282,29.983838,49.831253,14.209409
96,53.125258,47.386228,37.465763,52.939951,17.428506,24.428362,35.671861,25.612222,15.511386,48.144903
97,49.176186,43.508072,37.843547,53.271481,17.722103,24.75462,27.480254,42.881073,49.90099,14.39207
98,32.512348,35.263298,46.6268,19.563685,52.191699,20.776748,44.87414,34.762392,50.323856,27.348834
99,28.070619,52.231326,33.683962,27.871097,17.870086,50.481849,31.839423,34.588013,50.181203,35.849975
